,sentence,labels
3562,The Chinese population increased from 550 million in 1950 to 900 million in 1974.,0
3563,"However, the Great Leap Forward, an idealistic massive reform project, resulted in an estimated 15 to 35 million deaths between 1958 and 1961, mostly from starvation.",0
3564,"In 1966, Mao and his allies launched the Cultural Revolution, sparking a decade of political recrimination and social upheaval that lasted until Mao's death in 1976.",0
3565,"In October 1971, the PRC replaced the Republic in the United Nations, and took its seat as a permanent member of the Security Council.After Mao's death, the Gang of Four was quickly arrested and held responsible for the excesses of the Cultural Revolution.",0
3566,"Deng Xiaoping took power in 1978, and instituted significant economic reforms.",0
3567,"The Party loosened governmental control over citizens' personal lives, and the communes were gradually disbanded in favor of working contracted to households.",0
3568,This marked China's transition from a planned economy to a mixed economy with an increasingly open-market environment.,0
3569,China adopted its current constitution on 4 December 1982.,0
3570,"In 1989, the violent suppression of student protests in Tiananmen Square brought sanctions against the Chinese government from various countries.",0
3571,"Jiang Zemin, Li Peng and Zhu Rongji led the nation in the 1990s.",0
3572,"Under their administration, China's economic performance pulled an estimated 150 million peasants out of poverty and sustained an average annual gross domestic product growth rate of 11.2%.",0
3573,"The country joined the World Trade Organization in 2001, and maintained its high rate of economic growth under Hu Jintao and Wen Jiabao's leadership in the 2000s.",0
3574,"However, the growth also severely impacted the country's resources and environment, and caused major social displacement.Chinese Communist Party general secretary Xi Jinping has ruled since 2012 and has pursued large-scale efforts to reform China's economy  (which has suffered from structural instabilities and slowing growth), and has also reformed the one-child policy and prison system, as well as instituting a vast anti corruption crackdown.",0
3575,"In 2013, China initiated the Belt and Road Initiative, a global infrastructure investment project.",0
3576,"The COVID-19 pandemic broke out in Wuhan, Hubei in 2019.",0
3577,"China's landscape is vast and diverse, ranging from the Gobi and Taklamakan Deserts in the arid north to the subtropical forests in the wetter south.",0
3578,"The Himalaya, Karakoram, Pamir and Tian Shan mountain ranges separate China from much of South and Central Asia.",0
3579,"The Yangtze and Yellow Rivers, the third- and sixth-longest in the world, respectively, run from the Tibetan Plateau to the densely populated eastern seaboard.",0
3580,"China's coastline along the Pacific Ocean is 14,500 kilometers (9,000 mi) long and is bounded by the Bohai, Yellow, East China and South China seas.",0
3581,China connects through the Kazakh border to the Eurasian Steppe which has been an artery of communication between East and West since the Neolithic through the Steppe route – the ancestor of the terrestrial Silk Road(s).,0
3582,"The territory of China lies between latitudes 18° and 54° N, and longitudes 73° and 135° E. The geographical center of China is marked by the Center of the Country Monument at 35°50′40.9″N 103°27′7.5″E.",0
3583,China's landscapes vary significantly across its vast territory.,0
3584,"In the east, along the shores of the Yellow Sea and the East China Sea, there are extensive and densely populated alluvial plains, while on the edges of the Inner Mongolian plateau in the north, broad grasslands predominate.",0
3585,"Southern China is dominated by hills and low mountain ranges, while the central-east hosts the deltas of China's two major rivers, the Yellow River and the Yangtze River.",0
3586,"Other major rivers include the Xi, Mekong, Brahmaputra and Amur.",0
3587,"To the west sit major mountain ranges, most notably the Himalayas.",0
3588,"High plateaus feature among the more arid landscapes of the north, such as the Taklamakan and the Gobi Desert.",0
3589,"The world's highest point, Mount Everest (8,848 m), lies on the Sino-Nepalese border.",0
3590,"The country's lowest point, and the world's third-lowest, is the dried lake bed of Ayding Lake (−154m) in the Turpan Depression.",0
3591,"China's climate is mainly dominated by dry seasons and wet monsoons, which lead to pronounced temperature differences between winter and summer.",0
3592,"In the winter, northern winds coming from high-latitude areas are cold and dry; in summer, southern winds from coastal areas at lower latitudes are warm and moist.",0
3593,"The climate in China differs from region to region because of the country's highly complex topography.A major environmental issue in China is the continued expansion of its deserts, particularly the Gobi Desert.",0
3594,"Although barrier tree lines planted since the 1970s have reduced the frequency of sandstorms, prolonged drought and poor agricultural practices have resulted in dust storms plaguing northern China each spring, which then spread to other parts of East Asia, including Japan and Korea.",0
3595,"China's environmental watchdog, SEPA, stated in 2007 that China is losing 4,000 km2 (1,500 sq mi) per year to desertification.",0
3596,"Water quality, erosion, and pollution control have become important issues in China's relations with other countries.",0
3597,Melting glaciers in the Himalayas could potentially lead to water shortages for hundreds of millions of people.,0
3598,"Much of China has a climate very suitable for agriculture and the country recently has been the world's largest producer of rice, wheat, tomatoes, eggplant, grapes, watermelon, spinach, and many other crops.",0
3599,"China is one of 17 megadiverse countries, lying in two of the world's major biogeographic realms: the Palearctic and the Indomalayan.",0
3600,"By one measure, China has over 34,687 species of animals and vascular plants, making it the third-most biodiverse country in the world, after Brazil and Colombia.",0
3601,"The country signed the Rio de Janeiro Convention on Biological Diversity on 11 June 1992, and became a party to the convention on 5 January 1993.",0
3602,"It later produced a National Biodiversity Strategy and Action Plan, with one revision that was received by the convention on 21 September 2010.China is home to at least 551 species of mammals (the third-highest such number in the world), 1,221 species of birds (eighth), 424 species of reptiles (seventh) and 333 species of amphibians (seventh).",0
3603,Wildlife in China share habitat with and bear acute pressure from the world's largest population of Homo sapiens.,0
3604,"At least 840 animal species are threatened, vulnerable or in danger of local extinction in China, due mainly to human activity such as habitat destruction, pollution and poaching for food, fur and ingredients for traditional Chinese medicine.",0
3605,"Endangered wildlife is protected by law, and as of 2005, the country has over 2,349 nature reserves, covering a total area of 149.95 million hectares, 15 percent of China's total land area.",0
3606,"The Baiji was confirmed extinct on 12 December 2006.China has over 32,000 species of vascular plants, and is home to a variety of forest types.",0
3607,"Cold coniferous forests predominate in the north of the country, supporting animal species such as moose and Asian black bear, along with over 120 bird species.",0
3608,The understorey of moist conifer forests may contain thickets of bamboo.,0
3609,"In higher montane stands of juniper and yew, the bamboo is replaced by rhododendrons.",0
3610,"Subtropical forests, which are predominate in central and southern China, support as many as 146,000 species of flora.",0
3611,"Tropical and seasonal rainforests, though confined to Yunnan and Hainan Island, contain a quarter of all the animal and plant species found in China.",0
3612,"China has over 10,000 recorded species of fungi, and of them, nearly 6,000 are higher fungi.",0
3613,"In recent decades, China has suffered from severe environmental deterioration and pollution.",0
3614,"While regulations such as the 1979 Environmental Protection Law are fairly stringent, they are poorly enforced, as they are frequently disregarded by local communities and government officials in favor of rapid economic development.",0
3615,"China is the country with the second highest death toll because of air pollution, after India.",0
3616,There are approximately 1 million deaths caused by exposure to ambient air pollution.,0
3617,China is the world's largest carbon dioxide emitter.,0
3618,"The country also has significant water pollution problems: 8.2% of China's rivers had been polluted by industrial and agricultural waste in 2019, and were unfit for use.However, China is the world's leading investor in renewable energy and its commercialization, with $52 billion invested in 2011 alone; it is a major manufacturer of renewable energy technologies and invests heavily in local-scale renewable energy projects.",0
3619,"By 2015, over 24% of China's energy was derived from renewable sources, while most notably from hydroelectric power: a total installed capacity of 197 GW makes China the largest hydroelectric power producer in the world.",0
3620,China also has the largest power capacity of installed solar photovoltaics system and wind power system in the world.,0
3621,"In September 2020 Xi Jinping announced that China will ""strengthen its 2030 climate target (NDC), peak emissions before 2030 and aim to achieve carbon neutrality before 2060"".",0
3622,"According to Climate Action Tracker if it will be accomplished it will lower the expected rise in global temperature by 0.2 - 0.3 degrees - ""the biggest single reduction ever estimated by the Climate Action Tracker"".",0
3623,China is the world's largest carbon dioxide emitter.,0
3624,At the same time it builds and finance more projects related to renewable energy than any other country.,0
3625,The climate policy of China has a huge impact on the world.,0
3626,In September 2020 the president of China Xi Jinping made some pledges that if will be accomplished should significantly lower the expected rise in global temperature.,0
3627,"The People's Republic of China is the second-largest country in the world by land area after Russia, and is the third largest by total area, after Russia and Canada.",0
3628,"China's total area is generally stated as being approximately 9,600,000 km2 (3,700,000 sq mi).",0
3629,"Specific area figures range from 9,572,900 km2 (3,696,100 sq mi) according to the Encyclopædia Britannica, to 9,596,961 km2 (3,705,407 sq mi) according to the UN Demographic Yearbook, and the CIA World Factbook.China has the longest combined land border in the world, measuring 22,117 km (13,743 mi) from the mouth of the Yalu River (Amnok River) to the Gulf of Tonkin.",0
3630,"China borders 14 nations, more than any other country except Russia, which also borders 14.",0
3631,"China extends across much of East Asia, bordering Vietnam, Laos, and Myanmar (Burma) in Southeast Asia; India, Bhutan, Nepal, Afghanistan, and Pakistan in South Asia; Tajikistan, Kyrgyzstan and Kazakhstan in Central Asia; and Russia, Mongolia, and North Korea in Inner Asia and Northeast Asia.",0
3632,"Additionally, China shares maritime boundaries with South Korea, Japan, Vietnam, and the Philippines.",0
3633,"The Chinese constitution states that The People's Republic of China ""is a socialist state under the people's democratic dictatorship led by the working class and based on the alliance of workers and peasants,"" and that the state organs ""apply the principle of democratic centralism.""",0
3634,The PRC is one of the world's only socialist states explicitly aiming to build communism.,0
3635,"The Chinese government has been variously described as communist and socialist, but also as authoritarian and corporatist, with heavy restrictions in many areas, most notably against free access to the Internet, freedom of the press, freedom of assembly, the right to have children, free formation of social organizations and freedom of religion.",0
3636,"Its current political, ideological and economic system has been termed by its leaders as a ""consultative democracy"" ""people's democratic dictatorship"", ""socialism with Chinese characteristics"" (which is Marxism adapted to Chinese circumstances) and the ""socialist market economy"" respectively.",0
3637,"According to Lutgard Lams, ""President Xi is making great attempts to 'Sinicize' Marxist–Leninist Thought 'with Chinese characteristics' in the political sphere.""",0
3638,"Since 2018, the main body of the Chinese constitution declares that ""the defining feature of socialism with Chinese characteristics is the leadership of the Communist Party of China (CPC).""",0
3639,"The 2018 amendments constitutionalized the de facto one-party state status of China, wherein the General Secretary (party leader) holds ultimate power and authority over state and government and serves as the paramount leader of China.",0
3640,"The current General Secretary is Xi Jinping, who took office on 15 November 2012 and was re-elected on 25 October 2017.",0
3641,The electoral system is pyramidal.,0
3642,"Local People's Congresses are directly elected, and higher levels of People's Congresses up to the National People's Congress (NPC) are indirectly elected by the People's Congress of the level immediately below.",0
3643,"The political system is decentralized, and provincial and sub-provincial leaders have a significant amount of autonomy.",0
3644,"Another eight political parties, have representatives in the NPC and the Chinese People's Political Consultative Conference (CPPCC).",0
3645,"China supports the Leninist principle of ""democratic centralism"", but critics describe the elected National People's Congress as a ""rubber stamp"" body.",0
3646,"The President is the titular head of state, elected by the National People's Congress.",0
3647,"The Premier is the head of government, presiding over the State Council composed of four vice premiers and the heads of ministries and commissions.",0
3648,"The incumbent president is Xi Jinping, who is also the General Secretary of the Communist Party of China and the Chairman of the Central Military Commission, making him China's paramount leader.",0
3649,"The incumbent premier is Li Keqiang, who is also a senior member of the CPC Politburo Standing Committee, China's de facto top decision-making body.There have been some moves toward political liberalization, in that open contested elections are now held at the village and town levels.",0
3650,"However, the party retains effective control over government appointments: in the absence of meaningful opposition, the CPC wins by default most of the time.",0
3651,"In 2017, Xi called on the communist party to further tighten its grip on the country, to uphold the unity of the party leadership, and achieve the ""Chinese Dream of national rejuvenation"".",0
3652,Political concerns in China include the growing gap between rich and poor and government corruption.,0
3653,"Nonetheless, the level of public support for the government and its management of the nation is high, with 80–95% of Chinese citizens expressing satisfaction with the central government, according to a 2011 survey.",0
3654,"The People's Republic of China is divided into 22 provinces, five autonomous regions (each with a designated minority group), and four municipalities—collectively referred to as ""mainland China""—as well as the special administrative regions (SARs) of Hong Kong and Macau.",0
3655,"Geographically, all 31 provincial divisions of mainland China can be grouped into six regions: North China, Northeast China, East China, South Central China, Southwest China, and Northwest China.China considers Taiwan to be its 23rd province, although Taiwan is governed by the Republic of China (ROC), which rejects the PRC's claim.",0
3656,"Conversely, the ROC claims sovereignty over all divisions governed by the PRC.",0
3657,The PRC has diplomatic relations with 175 countries and maintains embassies in 162.,0
3658,Its legitimacy is disputed by the Republic of China and a few other countries; it is thus the largest and most populous state with limited recognition.,0
3659,"In 1971, the PRC replaced the Republic of China as the sole representative of China in the United Nations and as one of the five permanent members of the United Nations Security Council.",0
3660,"China was also a former member and leader of the Non-Aligned Movement, and still considers itself an advocate for developing countries.",0
3661,"Along with Brazil, Russia, India and South Africa, China is a member of the BRICS group of emerging major economies and hosted the group's third official summit at Sanya, Hainan in April 2011.Under its interpretation of the One-China policy, Beijing has made it a precondition to establishing diplomatic relations that the other country acknowledges its claim to Taiwan and severs official ties with the government of the Republic of China.",0
3662,"Chinese officials have protested on numerous occasions when foreign countries have made diplomatic overtures to Taiwan, especially in the matter of armament sales.",0
3663,"Much of current Chinese foreign policy is reportedly based on Premier Zhou Enlai's Five Principles of Peaceful Coexistence, and is also driven by the concept of ""harmony without uniformity"", which encourages diplomatic relations between states despite ideological differences.",0
3664,"This policy may have led China to support states that are regarded as dangerous or repressive by Western nations, such as Zimbabwe, North Korea and Iran.",0
3665,"China has a close economic and military relationship with Russia, and the two states often vote in unison in the UN Security Council.",0
3666,"China became the world's largest trading nation in 2013, as measured by the sum of imports and exports.",0
3667,"By 2016, China was the largest trading partner of 124 other countries.",0
3668,China became a member of the World Trade Organization (WTO) on 11 December 2001.,0
3669,"In 2004, it proposed an entirely new East Asia Summit (EAS) framework as a forum for regional security issues.",0
3670,"The EAS, which includes ASEAN Plus Three, India, Australia and New Zealand, held its inaugural summit in 2005.",0
3671,China has had a long and complex trade relationship with the United States.,0
3672,"In 2000, the United States Congress approved ""permanent normal trade relations"" (PNTR) with China, allowing Chinese exports in at the same low tariffs as goods from most other countries.",0
3673,"China has a significant trade surplus with the United States, its most important export market.",0
3674,"In the early 2010s, US politicians argued that the Chinese yuan was significantly undervalued, giving China an unfair trade advantage.Since the turn of the century, China has followed a policy of engaging with African nations for trade and bilateral co-operation; in 2012, Sino-African trade totalled over US$160 billion.",0
3675,China maintains healthy and highly diversified trade links with the European Union.,0
3676,"China has furthermore strengthened its ties with major South American economies, becoming the largest trading partner of Brazil and building strategic links with Argentina.China's Belt and Road Initiative has expanded significantly over the last six years and, as of April 2020, includes 138 countries and 30 international organizations.",0
3677,"Ever since its establishment after the Chinese Civil War, the PRC has claimed the territories governed by the Republic of China (ROC), a separate political entity today commonly known as Taiwan, as a part of its territory.",0
3678,"It regards the island of Taiwan as its Taiwan Province, Kinmen and Matsu as a part of Fujian Province and islands the ROC controls in the South China Sea as a part of Hainan Province and Guangdong Province.",0
3679,"These claims are controversial because of the complicated Cross-Strait relations, with the PRC treating the One-China policy as one of its most important diplomatic principles.",0
3680,"China has resolved its land borders with 12 out of 14 neighboring countries, having pursued substantial compromises in most of them.",0
3681,"As of 2020, China currently has a disputed land border with only India and Bhutan.",0
3682,"China is additionally involved in maritime disputes with multiple countries over the ownership of several small islands in the East and South China Seas, such as the Senkaku Islands and the Scarborough Shoal.",0
3683,"The Chinese democracy movement, social activists, and some members of the Communist Party of China believe in the need for social and political reform.",0
3684,"While economic and social controls have been significantly relaxed in China since the 1970s, political freedom is still tightly restricted.",0
3685,"The Constitution of the People's Republic of China states that the ""fundamental rights"" of citizens include freedom of speech, freedom of the press, the right to a fair trial, freedom of religion, universal suffrage, and property rights.",0
3686,"However, in practice, these provisions do not afford significant protection against criminal prosecution by the state.",0
3687,"Although some criticisms of government policies and the ruling Communist Party are tolerated, censorship of political speech and information, most notably on the Internet, are routinely used to prevent collective action.",0
3688,"By 2020, China plans to give all its citizens a personal ""Social Credit"" score based on how they behave.",0
3689,"The Social Credit System, now being piloted in a number of Chinese cities, is considered a form of mass surveillance which uses big data analysis technology.A number of foreign governments, foreign press agencies, and NGOs have criticized China's human rights record, alleging widespread civil rights violations such as detention without trial, forced abortions, forced confessions, torture, restrictions of fundamental rights, and excessive use of the death penalty.",0
3690,"The government suppresses popular protests and demonstrations that it considers a potential threat to ""social stability"", as was the case with the Tiananmen Square protests of 1989.The Chinese state is regularly accused of large-scale repression and human rights abuses in Tibet and Xinjiang, including violent police crackdowns and religious suppression throughout the Chinese nation.",0
3691,"At least one million members of China's Muslim Uyghur minority have been detained in mass detention camps, termed ""Vocational Education and Training Centers"", aimed at changing the political thinking of detainees, their identities, and their religious beliefs.",0
3692,"According to the U.S. Department of State, actions including political indoctrination, torture, physical and psychological abuse, forced sterilization, sexual abuse, and forced labor are common in these facilities.",0
3693,"In January 2019, the United Nations asked for direct access to the detention camps after a human rights panel vice-chair said there were ""credible reports"" that 1.1 million Uygur, Kazakhs, Hui and other ethnic minorities had been detained in these camps.",0
3694,"The state has also sought to control offshore reporting of tensions in Xinjiang, intimidating foreign-based reporters by detaining their family members.",0
3695,"According to a 2020 report, China's treatment of Uyghurs meets UN definition of genocide, and several groups called for a UN investigation.",0
3696,"As of August 2020, US government is investigating formally labelling China's treatment as genocide.",0
3697,"The Global Slavery Index estimated that in 2016 more than 3.8 million people were living in ""conditions of modern slavery"", or 0.25% of the population, including victims of human trafficking, forced labor, forced marriage, child labor, and state-imposed forced labor.",0
3698,The state-imposed forced system was formally abolished in 2013 but it is not clear the extent to which its various practices have stopped.,0
3699,"The Chinese penal system includes labor prison factories, detention centers, and re-education camps, which fall under the heading Laogai (""reform through labor"").",0
3700,"The Laogai Research Foundation in the United States estimated that there were over a thousand slave labour prisons and camps, known collectively as the Laogai.In 2019 a study called for the mass retraction of more than 400 scientific papers on organ transplantation, because of fears the organs were obtained unethically from Chinese prisoners.",0
3701,"While the government says 10,000 transplants occur each year, hospital data shows between 60,000 and 100,000 organs are transplanted each year.",0
3702,The report provided evidence that this gap is being made up by executed prisoners of conscience.,0
3703,"With 2.3 million active troops, the People's Liberation Army (PLA) is the largest standing military force in the world, commanded by the Central Military Commission (CMC).",0
3704,"China has the second-biggest military reserve force, only behind North Korea.",0
3705,"The PLA consists of the Ground Force (PLAGF), the Navy (PLAN), the Air Force (PLAAF), and the People's Liberation Army Rocket Force (PLARF).",0
3706,"According to the Chinese government, China's military budget for 2017 totalled US$151.5 billion, constituting the world's second-largest military budget, although the military expenditures-GDP ratio with 1.3% of GDP is below world average.",0
3707,"However, many authorities – including SIPRI and the U.S. Office of the Secretary of Defense – argue that China does not report its real level of military spending, which is allegedly much higher than the official budget.",0
3708,"Since 2010, China had the world's second-largest economy in terms of nominal GDP, totaling approximately US$13.5 trillion (90 trillion Yuan) as of 2018.",0
3709,"In terms of purchasing power parity (PPP GDP), China's economy has been the largest in the world since 2014, according to the World Bank.",0
3710,"According to the World Bank, China's GDP grew from $150 billion in 1978 to $13.6 trillion by 2018.",0
3711,China's economic growth has been consistently above 6 percent since the introduction of economic reforms in 1978.,0
3712,China is also the world's largest exporter and second-largest importer of goods.,0
3713,"Between 2010 and 2019, China's contribution to global GDP growth has been 25% to 39%.China had the largest economy in the world for most of the past two thousand years, during which it has seen cycles of prosperity and decline.",0
3714,"Since economic reforms began in 1978, China has developed into a highly diversified economy and one of the most consequential players in international trade.",0
3715,"Major sectors of competitive strength include manufacturing, retail, mining, steel, textiles, automobiles, energy generation, green energy, banking, electronics, telecommunications, real estate, e-commerce, and tourism.",0
3716,"China has three out of the ten largest stock exchanges in the world—Shanghai, Hong Kong and Shenzhen—that together have a market capitalization of over $10 trillion, as of 2019.China has been the world's No.",0
3717,"1 manufacturer since 2010, after overtaking the US, which had been No.",0
3718,1 for the previous hundred years.,0
3719,China has also been No.,0
3720,"2 in high-tech manufacturing since 2012, according to US National Science Foundation.",0
3721,"China is the second largest retail market in the world, next to the United States.",0
3722,"China leads the world in e-commerce, accounting for 40% of the global market share in 2016 and more than 50% of the global market share in 2019.",0
3723,"China is the world's leader in electric vehicles, manufacturing and buying half of all the plug-in electric cars (BEV and PHEV) in the world in 2018.",0
3724,"China had 174 GW of installed solar capacity by the end of 2018, which amounts to more than 40% of the global solar capacity.",0
3725,"As of 2018, China was first in the world in total number of billionaires and second in millionaires—there were 658 Chinese billionaires and 3.5 million millionaires.",0
3726,"However, it ranks behind over 70 countries (out of around 180) in per capita economic output, making it a middle income country.",0
3727,"Additionally, its development is highly uneven.",0
3728,Its major cities and coastal areas are far more prosperous compared to rural and interior regions.,0
3729,"China brought more people out of extreme poverty than any other country in history—between 1978 and 2018, China reduced extreme poverty by 800 million.",0
3730,"China reduced the extreme poverty rate—per international standard, it refers to an income of less than $1.90/day—from 88% in 1981 to 1.85% by 2013.",0
3731,"According to the World Bank, the number of Chinese in extreme poverty fell from 756 million to 25 million between 1990 and 2013.",0
3732,"China's own national poverty standards are higher and thus the national poverty rates were 3.1% in 2017 and 1% in 2018.In 2019, China overtook the US as the home to the highest number of rich people in the world, according to the global wealth report by Credit Suisse.",0
3733,"In other words, as of 2019, 100 million Chinese are in the top 10% of the wealthiest individuals in the world—those who have a net personal wealth of at least $110,000.",0
3734,"From its founding in 1949 until late 1978, the People's Republic of China was a Soviet-style centrally planned economy.",0
3735,"Following Mao's death in 1976 and the consequent end of the Cultural Revolution, Deng Xiaoping and the new Chinese leadership began to reform the economy and move towards a more market-oriented mixed economy under one-party rule.",0
3736,"Agricultural collectivization was dismantled and farmlands privatized, while foreign trade became a major new focus, leading to the creation of Special Economic Zones (SEZs).",0
3737,"Inefficient state-owned enterprises (SOEs) were restructured and unprofitable ones were closed outright, resulting in massive job losses.",0
3738,"Modern-day China is mainly characterized as having a market economy based on private property ownership, and is one of the leading examples of state capitalism.",0
3739,"The state still dominates in strategic ""pillar"" sectors such as energy production and heavy industries, but private enterprise has expanded enormously, with around 30 million private businesses recorded in 2008.",0
3740,"In 2018, private enterprises in China accounted for 60% of GDP, 80% of urban employment and 90% of new jobs.In the early 2010s, China's economic growth rate began to slow amid domestic credit troubles, weakening international demand for Chinese exports and fragility in the global economy.",0
3741,"China's GDP was slightly larger than Germany's in 2007; however, by 2017, China's $12.2 trillion-economy became larger than those of Germany, UK, France and Italy combined.",0
3742,"In 2018, the IMF reiterated its forecast that China will overtake the US in terms of nominal GDP by the year 2030.",0
3743,Economists also expect China's middle class to expand to 600 million people by 2025.,0
3744,"China is a member of the WTO and is the world's largest trading power, with a total international trade value of US$4.62 trillion in 2018.",0
3745,"Its foreign exchange reserves reached US$3.1 trillion as of 2019, making its reserves by far the world's largest.",0
3746,"In 2012, China was the world's largest recipient of inward foreign direct investment (FDI), attracting $253 billion.",0
3747,"In 2014, China's foreign exchange remittances were $US64 billion making it the second largest recipient of remittances in the world.",0
3748,"China also invests abroad, with a total outward FDI of $62.4 billion in 2012, and a number of major takeovers of foreign firms by Chinese companies.",0
3749,"China is a major owner of US public debt, holding trillions of dollars worth of U.S. Treasury bonds.",0
3750,"China's undervalued exchange rate has caused friction with other major economies, and it has also been widely criticized for manufacturing large quantities of counterfeit goods.",0
3751,"Following the 2007–08 financial crisis, Chinese authorities sought to actively wean off of its dependence on the U.S. Dollar as a result of perceived weaknesses of the international monetary system.",0
3752,"To achieve those ends, China took a series of actions to further the internationalization of the Renminbi.",0
3753,"In 2008, China established dim sum bond market and expanded the Cross-Border Trade RMB Settlement Pilot Project, which helps establish pools of offshore RMB liquidity.",0
3754,"This was followed with bilateral agreements to settle trades directly in renminbi with Russia, Japan, Australia, Singapore, the United Kingdom, and Canada.",0
3755,"As a result of the rapid internationalization of the renminbi, it became the eighth-most-traded currency in the world, an emerging international reserve currency, and a component of the IMF's special drawing rights; however, partly due to capital controls that make the renminbi fall short of being a fully convertible currency, it remains far behind the Euro, Dollar and Japanese Yen in international trade volumes.",0
3756,"China has had the world's largest middle class population since 2015, and the middle class grew to a size of 400 million by 2018.",0
3757,Wages in China have grown exponentially in the last 40 years—real (inflation-adjusted) wages grew seven-fold from 1978 to 2007.,0
3758,"By 2018, median wages in Chinese cities such as Shanghai were about the same as or higher than the wages in Eastern European countries.",0
3759,"China has the world's second-highest number of billionaires, with nearly 400 as of 2018, increasing at the rate of roughly two per week.",0
3760,"China has a high level of economic inequality, which has increased in the past few decades.",0
3761,"In 2018 China's GINI index was 0.467, according to the World Bank.",0
3762,China was once a world leader in science and technology up until the Ming dynasty.,0
3763,"Ancient Chinese discoveries and inventions, such as papermaking, printing, the compass, and gunpowder (the Four Great Inventions), became widespread across East Asia, the Middle East and later to Europe.",0
3764,Chinese mathematicians were the first to use negative numbers.,0
3765,"By the 17th century, Europe and the Western world surpassed China in scientific and technological advancement.",0
3766,"The causes of this early modern Great Divergence continue to be debated by scholars to this day.After repeated military defeats by the European colonial powers and Japan in the 19th century, Chinese reformers began promoting modern science and technology as part of the Self-Strengthening Movement.",0
3767,"After the Communists came to power in 1949, efforts were made to organize science and technology based on the model of the Soviet Union, in which scientific research was part of central planning.",0
3768,"After Mao's death in 1976, science and technology was established as one of the Four Modernizations, and the Soviet-inspired academic system was gradually reformed.",0
3769,"Since the end of the Cultural Revolution, China has made significant investments in scientific research and is quickly catching up with the US in R&D spending.",0
3770,"In 2017, China spent $279 billion on scientific research and development.",0
3771,"According to the OECD, China spent 2.11% of its GDP on research and development (R&D) in 2016.",0
3772,"Science and technology are seen as vital for achieving China's economic and political goals, and are held as a source of national pride to a degree sometimes described as ""techno-nationalism"".",0
3773,"In 2017, China was No.",0
3774,"2 in international patents application, behind the US but ahead of Japan.",0
3775,Chinese tech companies Huawei and ZTE were the top 2 filers of international patents in 2017.,0
3776,"Chinese-born scientists have won the Nobel Prize in Physics four times, the Nobel Prize in Chemistry and Physiology or Medicine once respectively, though most of these scientists conducted their Nobel-winning research in western nations.",0
3777,"China is developing its education system with an emphasis on science, mathematics and engineering; in 2009, China graduated over 10,000 PhD engineers, and as many as 500,000 BSc graduates, more than any other country.",0
3778,China also became the world's largest publisher of scientific papers in 2016.,0
3779,"Chinese technology companies such as Huawei and Lenovo have become world leaders in telecommunications and personal computing, and Chinese supercomputers are consistently ranked among the world's most powerful.",0
3780,China has been the world's largest market for industrial robots since 2013 and will account for 45% of newly installed robots from 2019 to 2021.The Chinese space program is one of the world's most active.,0
3781,"In 1970, China launched its first satellite, Dong Fang Hong I, becoming the fifth country to do so independently.",0
3782,"In 2003, China became the third country to independently send humans into space, with Yang Liwei's spaceflight aboard Shenzhou 5; as of 2015, ten Chinese nationals have journeyed into space, including two women.",0
3783,"In 2011, China's first space station module, Tiangong-1, was launched, marking the first step in a project to assemble a large crewed station by the early 2020s.",0
3784,"In 2013, China successfully landed the Chang'e 3 lander and Yutu rover onto the lunar surface.",0
3785,"In 2019, China became the first country to land a probe—Chang'e 4—on the far side of the moon.",0
3786,"China is the largest telecom market in the world and currently has the largest number of active cellphones of any country in the world, with over 1.5 billion subscribers, as of 2018.",0
3787,"It also has the world's largest number of internet and broadband users, with over 800 million Internet users as of 2018—equivalent to around 60% of its population—and almost all of them being mobile as well.",0
3788,"By 2018, China had more than 1 billion 4G users, accounting for 40% of world's total.",0
3789,"China is making rapid advances in 5G—by late 2018, China had started large-scale and commercial 5G trials.China Mobile, China Unicom and China Telecom, are the three large providers of mobile and internet in China.",0
3790,"China Telecom alone served more than 145 million broadband subscribers and 300 million mobile users; China Unicom had about 300 million subscribers; and China Mobile, the biggest of them all, had 925 million users, as of 2018.",0
3791,"Combined, the three operators had over 3.4 million 4G base-stations in China.",0
3792,"Several Chinese telecommunications companies, most notably Huawei and ZTE, have been accused of spying for the Chinese military.China has developed its own satellite navigation system, dubbed Beidou, which began offering commercial navigation services across Asia in 2012 as well as global services by the end of 2018.",0
3793,"The 35th and final satellite of Beidou constellation was launched into orbit on 23 June 2020, thus becoming the 3rd completed global navigation satellite system in service after GPS and GLONASS.",0
3794,"Since the late 1990s, China's national road network has been significantly expanded through the creation of a network of national highways and expressways.",0
3795,"In 2018, China's highways had reached a total length of 142,500 km (88,500 mi), making it the longest highway system in the world.",0
3796,"China has the world's largest market for automobiles, having surpassed the United States in both auto sales and production.",0
3797,"A side-effect of the rapid growth of China's road network has been a significant rise in traffic accidents, though the number of fatalities in traffic accidents fell by 20% from 2007 to 2017.",0
3798,"In urban areas, bicycles remain a common mode of transport, despite the increasing prevalence of automobiles – as of 2012, there are approximately 470 million bicycles in China.",0
3799,"China's railways, which are state-owned, are among the busiest in the world, handling a quarter of the world's rail traffic volume on only 6 percent of the world's tracks in 2006.",0
3800,"As of 2017, the country had 127,000 km (78,914 mi) of railways, the second longest network in the world.",0
3801,"The railways strain to meet enormous demand particularly during the Chinese New Year holiday, when the world's largest annual human migration takes place.China's high-speed rail (HSR) system started construction in the early 2000s.",0
